raw_row_number,date,time,zipcode,zcta_race,district,subject_age,subject_race,subject_sex,officer_id_hash,department_name,type,arrest_made,citation_issued,warning_issued,outcome,contraband_found,search_conducted,search_vehicle,search_basis,reason_for_stop,raw_subject_race_code,raw_subject_ethnicity_code,raw_search_authorization_code,raw_intervention_disposition_code
1,October,15:21:00,6106,hispanic_or_latino,SOUTH WEST,38,hispanic,female,9623b482ee,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Stop Sign,W,H,N,I
2,October,1:12:00,6105,white,ASYLUM HILL,20,black,male,616e63d3fb,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Defective Lights,B,N,N,I
3,October,10:06:00,6106,hispanic_or_latino,PARKVILLE,26,white,female,9623b482ee,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Traffic Control Signal,W,N,N,I
4,October,18:06:00,6106,hispanic_or_latino,PARKVILLE,26,white,female,5ac7b58482,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Traffic Control Signal,W,N,N,I
5,October,19:56:00,6106,hispanic_or_latino,FROG HOLLOW,39,white,male,9623b482ee,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Stop Sign,W,N,N,I
7,October,21:57:00,6105,white,ASYLUM HILL,51,hispanic,male,9623b482ee,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Traffic Control Signal,W,H,N,I
6,October,22:08:00,6106,hispanic_or_latino,FROG HOLLOW,34,white,male,9623b482ee,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Stop Sign,W,N,N,I
8,October,13:18:00,6106,hispanic_or_latino,BEHIND THE ROCKS,24,hispanic,male,9623b482ee,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Moving Violation,W,H,N,I
9,October,13:50:00,6102,hispanic_or_latino,SOUTH GREEN,37,white,female,172bfdfefb,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Cell Phone,W,N,N,I
10,October,11:57:00,6106,hispanic_or_latino,FROG HOLLOW,42,black,female,9623b482ee,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Stop Sign,B,N,N,I
11,October,20:47:00,6114,hispanic_or_latino,SOUTH END,49,hispanic,male,9623b482ee,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Traffic Control Signal,W,H,N,I
27,November,8:01:00,6120,black,CLAY-ARSENAL,38,black,female,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Suspended License,B,N,N,M
28,November,8:29:00,6120,black,CLAY-ARSENAL,31,hispanic,female,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Suspended License,W,H,N,M
21,November,9:34:00,6120,black,CLAY-ARSENAL,28,black,male,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Other,B,N,N,M
14,November,10:13:00,6105,white,ASYLUM HILL,57,black,female,64c45ad59f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Registration,B,N,N,I
18,November,10:16:00,6105,white,ASYLUM HILL,33,hispanic,male,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Suspended License,W,H,N,M
26,November,10:40:00,6106,hispanic_or_latino,FROG HOLLOW,59,hispanic,female,64c45ad59f,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Registration,W,H,N,V
19,November,10:41:00,6120,black,CLAY-ARSENAL,61,black,male,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Other,B,N,N,M
17,November,11:09:00,6103,white,DOWNTOWN,22,black,male,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,probable cause,Suspended License,B,N,O,M
16,November,11:44:00,6120,black,CLAY-ARSENAL,39,hispanic,female,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Suspended License,W,H,N,M
23,November,13:17:00,6103,white,DOWNTOWN,23,hispanic,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Moving Violation,W,H,N,I
24,November,13:22:00,6103,white,DOWNTOWN,24,white,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Cell Phone,W,N,N,I
22,November,13:41:00,6106,hispanic_or_latino,FROG HOLLOW,64,black,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Window Tint,B,N,N,I
15,November,13:45:00,6103,white,DOWNTOWN,42,white,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Cell Phone,W,N,N,I
20,November,14:16:00,6106,hispanic_or_latino,FROG HOLLOW,31,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Cell Phone,W,N,N,I
12,November,17:20:00,6112,black,UPPER ALBANY,44,black,male,cc6f7759bc,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Other,B,N,N,V
25,November,19:42:00,6106,hispanic_or_latino,FROG HOLLOW,30,hispanic,male,75b9c63cdb,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Defective Lights,W,H,N,I
13,November,21:45:00,6112,black,CLAY-ARSENAL,44,black,male,f4a14075d9,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Other,B,N,N,M
31,November,4:50:00,6120,black,NORTHEAST,25,hispanic,female,e8577fd4ce,Hartford,vehicular,FALSE,TRUE,FALSE,citation,TRUE,TRUE,TRUE,probable cause,Other,W,H,O,I
29,November,10:46:00,6106,hispanic_or_latino,SOUTH GREEN,45,hispanic,male,09739d95d7,Hartford,vehicular,TRUE,FALSE,FALSE,arrest,,FALSE,FALSE,,Suspended License,W,H,N,U
30,November,21:30:00,6106,hispanic_or_latino,FROG HOLLOW,25,hispanic,male,07e55624fe,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Other,W,H,N,V
32,November,22:14:00,6103,white,DOWNTOWN,40,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Stop Sign,W,N,N,I
33,November,12:17:00,6106,hispanic_or_latino,FROG HOLLOW,38,hispanic,female,5ac7b58482,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Stop Sign,W,H,N,I
43,November,9:05:00,6120,black,CLAY-ARSENAL,56,black,male,a223b081a1,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Traffic Control Signal,B,N,N,M
34,November,9:30:00,6106,hispanic_or_latino,PARKVILLE,41,hispanic,male,6f73b6b0a3,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Display of Plates,W,H,N,V
47,November,9:40:00,6106,hispanic_or_latino,FROG HOLLOW,31,hispanic,male,6f73b6b0a3,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Stop Sign,W,H,N,W
40,November,9:54:00,6106,hispanic_or_latino,FROG HOLLOW,23,black,female,09739d95d7,Hartford,vehicular,TRUE,FALSE,FALSE,arrest,,FALSE,FALSE,,Suspended License,B,N,N,U
45,November,11:08:00,6114,hispanic_or_latino,BARRY SQUARE,28,hispanic,male,1c82b71be1,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Other,W,H,N,I
35,November,11:43:00,6106,hispanic_or_latino,SOUTH GREEN,66,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Cell Phone,W,N,N,I
38,November,12:02:00,6106,hispanic_or_latino,FROG HOLLOW,45,black,male,09739d95d7,Hartford,vehicular,TRUE,FALSE,FALSE,arrest,,FALSE,FALSE,,Registration,B,N,N,U
50,November,12:05:00,6114,hispanic_or_latino,SOUTH END,36,hispanic,female,b412aea223,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Other,W,H,N,I
36,November,13:02:00,6114,hispanic_or_latino,BARRY SQUARE,58,hispanic,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Registration,W,H,N,I
48,November,13:23:00,6106,hispanic_or_latino,SHELDON-CHARTER OAK,20,hispanic,male,64c45ad59f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Stop Sign,W,H,N,I
46,November,13:35:00,6106,hispanic_or_latino,SHELDON-CHARTER OAK,44,hispanic,male,64c45ad59f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Stop Sign,W,H,N,I
39,November,14:00:00,6106,hispanic_or_latino,SHELDON-CHARTER OAK,67,hispanic,female,64c45ad59f,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Stop Sign,W,H,N,V
49,November,14:28:00,6106,hispanic_or_latino,DOWNTOWN,33,hispanic,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Cell Phone,W,H,N,I
44,November,14:35:00,6114,hispanic_or_latino,SOUTH END,23,hispanic,male,b0b43009dc,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Moving Violation,W,H,N,I
52,November,15:05:00,6106,hispanic_or_latino,DOWNTOWN,28,hispanic,male,09739d95d7,Hartford,vehicular,TRUE,FALSE,FALSE,arrest,,FALSE,FALSE,,Other,W,H,N,U
37,November,15:50:00,6120,black,CLAY-ARSENAL,51,white,male,bc59d4946f,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Other,W,N,N,V
42,November,16:45:00,6114,hispanic_or_latino,BARRY SQUARE,38,hispanic,male,b0b43009dc,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Display of Plates,W,H,N,M
41,November,18:37:00,6106,hispanic_or_latino,SOUTH GREEN,26,hispanic,female,3b4d309830,Hartford,vehicular,TRUE,FALSE,FALSE,arrest,,FALSE,FALSE,,Other,W,H,N,U
53,November,19:16:00,6120,black,NORTHEAST,43,black,female,c77dadf6b6,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Traffic Control Signal,B,N,N,I
51,November,19:20:00,6114,hispanic_or_latino,SHELDON-CHARTER OAK,36,hispanic,male,027b5eaf0e,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Stop Sign,W,H,N,V
66,November,7:43:00,6105,white,ASYLUM HILL,32,black,male,d3be705adb,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Traffic Control Signal,B,N,N,I
81,November,8:15:00,6120,black,NORTHEAST,34,black,female,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Suspended License,B,N,N,M
60,November,8:27:00,6120,black,NORTHEAST,54,white,male,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Other,W,N,N,M
55,November,8:52:00,6120,black,DOWNTOWN,42,black,female,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Other,B,N,N,M
68,November,8:53:00,6120,black,CLAY-ARSENAL,30,black,female,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Suspended License,B,N,N,M
63,November,9:55:00,6120,black,CLAY-ARSENAL,59,black,male,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,probable cause,Suspended License,B,N,O,M
72,November,10:02:00,6112,black,BLUE HILLS,20,black,male,027203cb0e,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Window Tint,B,N,N,V
59,November,10:25:00,6112,black,UPPER ALBANY,40,black,male,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Registration,B,N,N,M
79,November,10:45:00,6106,hispanic_or_latino,PARKVILLE,59,black,male,6f73b6b0a3,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Cell Phone,B,N,N,W
56,November,10:49:00,6112,black,UPPER ALBANY,51,white,female,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Other,W,N,N,M
69,November,10:50:00,6117,white,,31,black,male,a223b081a1,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Moving Violation,B,N,N,I
58,November,10:51:00,6120,black,CLAY-ARSENAL,23,black,male,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Display of Plates,B,N,N,M
57,November,11:00:00,6106,hispanic_or_latino,FROG HOLLOW,66,hispanic,male,6f73b6b0a3,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Stop Sign,W,H,N,W
65,November,12:06:00,6120,black,NORTH MEADOWS,54,white,male,5ff5566d6f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Cell Phone,W,N,N,I
82,November,12:15:00,6103,white,DOWNTOWN,42,white,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Other,W,N,N,I
64,November,12:20:00,6106,hispanic_or_latino,PARKVILLE,45,white,female,6f73b6b0a3,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Display of Plates,W,N,N,V
70,November,13:07:00,6103,white,DOWNTOWN,51,white,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Cell Phone,W,N,N,I
54,November,13:15:00,6103,white,DOWNTOWN,19,white,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Cell Phone,W,N,N,I
76,November,14:19:00,6106,hispanic_or_latino,SHELDON-CHARTER OAK,63,white,male,64c45ad59f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Stop Sign,W,N,N,I
74,November,14:50:00,6106,hispanic_or_latino,SHELDON-CHARTER OAK,45,hispanic,male,64c45ad59f,Hartford,vehicular,TRUE,FALSE,FALSE,arrest,,FALSE,FALSE,,Stop Sign,W,H,N,U
75,November,15:00:00,6106,hispanic_or_latino,SOUTH GREEN,55,white,male,ce747410a8,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Traffic Control Signal,W,N,N,V
80,November,15:20:00,6114,hispanic_or_latino,BARRY SQUARE,76,white,male,b0b43009dc,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Traffic Control Signal,W,N,O,V
61,November,15:26:00,6106,hispanic_or_latino,SOUTH GREEN,24,hispanic,male,ce747410a8,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Window Tint,W,H,N,M
62,November,18:07:00,6106,hispanic_or_latino,SHELDON-CHARTER OAK,44,black,female,64c45ad59f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Traffic Control Signal,B,N,N,I
78,November,18:20:00,6114,hispanic_or_latino,SOUTH END,25,white,male,b0b43009dc,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Traffic Control Signal,W,N,O,I
71,November,18:39:00,6120,black,NORTHEAST,31,black,female,a3c5e74ce1,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Traffic Control Signal,B,N,N,V
77,November,18:55:00,6106,hispanic_or_latino,SHELDON-CHARTER OAK,26,white,female,64c45ad59f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Traffic Control Signal,W,N,N,I
73,November,19:33:00,6156,black,ASYLUM HILL,46,white,male,a255ed6b08,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Traffic Control Signal,W,N,N,V
95,November,7:47:00,6106,hispanic_or_latino,SHELDON-CHARTER OAK,47,black,female,64c45ad59f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Stop Sign,B,N,N,I
87,November,8:00:00,6106,hispanic_or_latino,SHELDON-CHARTER OAK,52,hispanic,male,64c45ad59f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Registration,W,H,N,I
110,November,8:50:00,6112,black,FROG HOLLOW,36,black,female,6f73b6b0a3,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Moving Violation,B,N,N,W
98,November,8:57:00,6106,hispanic_or_latino,BEHIND THE ROCKS,57,black,female,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Suspended License,B,N,N,M
117,November,9:00:00,6106,hispanic_or_latino,PARKVILLE,29,white,female,6f73b6b0a3,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Registration,W,N,N,M
122,November,9:53:00,6120,black,NORTHEAST,28,black,female,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Suspended License,B,N,N,M
126,November,10:08:00,6106,hispanic_or_latino,BEHIND THE ROCKS,26,black,male,d83c8ba318,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Stop Sign,B,N,N,I
88,November,10:27:00,6120,black,NORTHEAST,44,black,female,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Other,B,N,N,M
89,November,10:32:00,6120,black,NORTH MEADOWS,67,white,male,eeb3021e4a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Moving Violation,W,N,N,I
106,November,10:44:00,6120,black,NORTH MEADOWS,31,white,male,5ff5566d6f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Cell Phone,W,N,N,I
91,November,10:47:00,6120,black,NORTHEAST,33,hispanic,female,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Other,W,H,N,M
101,November,11:14:00,6103,white,DOWNTOWN,20,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Other,W,N,N,I
116,November,11:16:00,6120,black,NORTHEAST,53,black,female,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Suspended License,B,N,N,M
90,November,11:16:00,6120,black,NORTH MEADOWS,33,white,female,5ff5566d6f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Cell Phone,W,N,N,I
93,November,11:29:00,6120,black,CLAY-ARSENAL,22,black,male,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Registration,B,N,N,M
97,November,11:32:00,6114,hispanic_or_latino,BARRY SQUARE,25,hispanic,male,1c82b71be1,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Window Tint,W,H,N,M
84,November,11:51:00,6106,hispanic_or_latino,BEHIND THE ROCKS,38,hispanic,male,6f73b6b0a3,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Display of Plates,W,H,N,V
121,November,12:15:00,6106,hispanic_or_latino,DOWNTOWN,48,hispanic,male,8b2fef1448,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Traffic Control Signal,W,H,N,I
102,November,12:24:00,6114,hispanic_or_latino,BARRY SQUARE,34,black,male,1c82b71be1,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Window Tint,B,N,N,V
125,November,12:30:00,6114,hispanic_or_latino,BARRY SQUARE,30,hispanic,male,1c82b71be1,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Other,W,H,N,M
109,November,12:37:00,6106,hispanic_or_latino,BEHIND THE ROCKS,37,black,male,d83c8ba318,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Stop Sign,B,N,N,W
111,November,12:57:00,6103,white,DOWNTOWN,77,white,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Moving Violation,W,N,N,I
100,November,13:23:00,6103,white,DOWNTOWN,38,hispanic,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Cell Phone,W,H,N,I
83,November,13:37:00,6103,white,DOWNTOWN,54,black,male,09739d95d7,Hartford,vehicular,TRUE,FALSE,FALSE,arrest,,FALSE,FALSE,,Registration,B,N,N,U
107,November,13:43:00,6103,white,DOWNTOWN,22,white,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Cell Phone,W,N,N,I
113,November,14:10:00,6114,hispanic_or_latino,SOUTH END,39,white,male,bfd95da21a,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Window Tint,W,N,N,V
123,November,14:35:00,6114,hispanic_or_latino,SOUTH MEADOWS,25,white,male,8b2fef1448,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Cell Phone,W,N,N,I
120,November,14:54:00,6114,hispanic_or_latino,SOUTH END,36,hispanic,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Moving Violation,W,H,N,I
112,November,15:15:00,6106,hispanic_or_latino,FROG HOLLOW,27,white,female,ed0bfbd4f9,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Moving Violation,W,N,N,I
114,November,15:20:00,6114,hispanic_or_latino,SOUTH MEADOWS,35,black,female,8b2fef1448,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Other,B,N,O,V
96,November,15:30:00,6114,hispanic_or_latino,SOUTH MEADOWS,62,white,male,8b2fef1448,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Other,W,N,O,I
105,November,15:35:00,6114,hispanic_or_latino,SOUTH END,33,white,male,bfd95da21a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Moving Violation,W,N,N,I
103,November,15:45:00,6114,hispanic_or_latino,SOUTH MEADOWS,58,hispanic,male,8b2fef1448,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,W,H,O,I
115,November,15:55:00,6114,hispanic_or_latino,SOUTH END,49,hispanic,male,8b2fef1448,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Cell Phone,W,H,N,I
104,November,16:07:00,6114,hispanic_or_latino,SOUTH MEADOWS,60,white,male,8b2fef1448,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Other,W,N,O,I
124,November,16:56:00,6114,hispanic_or_latino,SOUTH END,18,white,male,b1f0a7b433,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Window Tint,W,N,N,M
99,November,17:59:00,6106,hispanic_or_latino,SOUTH GREEN,57,hispanic,male,3b4d309830,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Moving Violation,W,H,O,V
108,November,18:50:00,6120,black,NORTHEAST,56,black,female,a3c5e74ce1,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Other,B,N,O,V
92,November,19:30:00,6106,hispanic_or_latino,SHELDON-CHARTER OAK,49,black,female,336cf207a7,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Defective Lights,B,N,N,V
118,November,20:30:00,6106,hispanic_or_latino,SOUTH WEST,25,white,male,ed0bfbd4f9,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,TRUE,consent,Moving Violation,W,N,C,I
171,November,7:35:00,6106,hispanic_or_latino,FROG HOLLOW,73,white,female,64c45ad59f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Traffic Control Signal,W,N,N,I
170,November,8:45:00,6103,white,DOWNTOWN,68,white,male,d7407eba64,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Moving Violation,W,N,N,W
164,November,9:45:00,6112,black,NORTHEAST,28,black,male,0937d949e0,Hartford,vehicular,FALSE,FALSE,TRUE,warning,,FALSE,FALSE,,Other,B,N,N,V
152,November,10:01:00,6103,white,DOWNTOWN,29,black,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Other,B,N,N,I
134,November,10:18:00,6120,black,DOWNTOWN,22,white,male,09739d95d7,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Window Tint,W,N,N,M
151,November,10:37:00,6106,hispanic_or_latino,ASYLUM HILL,36,black,male,64c45ad59f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Registration,B,N,N,I
154,November,10:40:00,6112,black,UPPER ALBANY,28,black,female,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Other,B,N,N,M
130,November,10:40:00,6112,black,NORTHEAST,52,black,male,c92c08468a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Stop Sign,B,N,N,I
137,November,10:40:00,6120,black,NORTH MEADOWS,52,black,female,5ff5566d6f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Traffic Control Signal,B,N,N,I
165,November,10:45:00,6120,black,CLAY-ARSENAL,40,white,male,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Suspended License,W,N,N,M
143,November,10:59:00,6106,hispanic_or_latino,PARKVILLE,39,black,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Speed Related,B,N,N,I
153,November,11:00:00,6106,hispanic_or_latino,PARKVILLE,31,hispanic,male,484fe0dd72,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Speed Related,W,H,N,I
127,November,11:10:00,6106,hispanic_or_latino,PARKVILLE,33,hispanic,male,484fe0dd72,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Speed Related,W,H,N,I
147,November,11:12:00,6120,black,CLAY-ARSENAL,30,white,female,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Suspended License,W,N,N,M
174,November,11:14:00,6106,hispanic_or_latino,PARKVILLE,38,hispanic,male,484fe0dd72,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Speed Related,W,H,N,I
138,November,11:17:00,6103,white,DOWNTOWN,49,black,female,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Suspended License,B,N,N,M
163,November,11:18:00,6106,hispanic_or_latino,PARKVILLE,53,white,female,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,,FALSE,FALSE,,Speed Related,W,N,N,I
158,November,11:26:00,6106,hispanic_or_latino,SHELDON-CHARTER OAK,46,hispanic,male,09739d95d7,Hartford,vehicular,FALSE,FALSE,FALSE,,,FALSE,FALSE,,Other,W,H,N,M
